_id,Category,Supporting Ministry,Community,Project,Status,Target Completion Date,Description,Result,Area,Region,Address,Postal Code,Highway / Transit Line,Estimated Total Budget,Municipal Funding,Provincial Funding,Federal Funding,Other Funding,Website,Latitude,Longitude
362,Transit,Transportation,Toronto,Toronto-York Spadina Subway Extension,Complete,December 2017,Extending subway service northwest to Vaughan ,8.6 kilometre extension from Sheppard West (formerly Downsview) station northwest through York University and north to the Vaughan Metropolitan Centre,Toronto,Central,,,Toronto-York Spadina Subway extension,"$3,184,000,000",Yes,Yes,Yes,,http://www.ttc.ca/Spadina?index.jsp,,
363,Transit,Transportation,Toronto,Union Pearson Express,Complete,June 2015,New rail service connecting Union Station in downtown Toronto with Pearson International Airport,"25 kilometres of rail service, construction included 3.0 kilometres of rail from the Kitchener GO line to Pearson Airport and a new passenger station at Terminal 1.",Toronto,Central,,,Union Pearson Express,"$456,000,000",,Yes,,,http://www.infrastructureontario.ca/Union-Pearson-Express-Line/,,
364,Transit,Transportation,Toronto,Weston GO Station Parking Expansion,Complete,December 2015,Expanding existing lot,Added new parking spots,Toronto,Central,1865 Weston Rd,M9N 1V9,GO Expansion Project ,0,,,,,,43.70026,-79.513473
365,Transit,Transportation,Toronto,Union Station,Complete,June 2015,UP Express Station,"Located within interior Skywalk walkway at Union Station with connections to TTC Subway, streetcar lines and GO Transit",Toronto,Central,65 Front St W,M5J 1E6,Union Pearson Express,0,,,,,,43.645187,-79.380657
366,Transit,Transportation,Toronto,Bloor  Station,Complete,June 2015,UP Express Station,Located near Dundas West TTC Subway Station at the Bloor GO station. ,Toronto,Central,,,Union Pearson Express,0,,,,,,43.656939,-79.449833
367,Transit,Transportation,Toronto,Weston  Station,Complete,June 2015,UP Express Station,Located in the North-West end of Toronto near Humber River at the Weston GO Station.,Toronto,Central,,,Union Pearson Express,0,,,,,,43.701458,-79.515636
368,Transit,Transportation,Toronto,York University GO Station,Complete,To Be Determined,Existing station on the Barrie Line,,Toronto,Central,,,Barrie GO Line,0,,,,,,43.780001,-79.482386
369,Transit,Transportation,Toronto,Union Station,Complete,To Be Determined,Existing station on the Barrie Line,,Toronto,Central,65 Front St W,M5J 1E6,Barrie GO Line,0,,,,,,43.645187,-79.380657
370,Transit,Transportation,Toronto,Kennedy Station - ECLRT,Under construction,To Be Determined,New Eglinton Crosstown LRT station,"New station at intersection of Eglinton Avenue East and Transway Crescent with the main, accessible entrance at Eglinton Avenue East and Transway Crescent; will connect to several GO and TTC lines",Toronto,Central,Eglinton Ave E / Transway Cres,M1K 5M5,Eglinton Crosstown LRT,0,,,,,http://www.thecrosstown.ca/news-media/whats-new/construction-updates,43.73305,-79.264635
371,Transit,Transportation,Toronto,Ionview Stop - ECLRT,Under construction,To Be Determined,New Eglinton Crosstown LRT stop,"New, accessible surface stop at intersection of Eglinton Avenue East and Ionview Road",Toronto,Central,Eglinton Ave E / Ionview Rd,M1K 2P3,Eglinton Crosstown LRT,0,,,,,http://www.thecrosstown.ca/news-media/whats-new/construction-updates,43.731503,-79.271143
372,Transit,Transportation,Toronto,Birchmount Stop - ECLRT,Under construction,To Be Determined,New Eglinton Crosstown LRT stop,Accessible stop likely to be a parallel side platform located on the east side of the intersection of Eglinton Avenue East and Birchmount Road,Toronto,Central,Eglinton Ave E / Birchmount Rd,M1K 2M2,Eglinton Crosstown LRT,0,,,,,http://www.thecrosstown.ca/news-media/whats-new/construction-updates,43.729995,-79.2778
373,Transit,Transportation,Toronto,Golden Mile Stop - ECLRT,Under construction,To Be Determined,New Eglinton Crosstown LRT stop,"New, accessible surface stop at intersection of Eglinton Avenue East and Warden Avenue",Toronto,Central,Eglinton Ave E / Warden Ave,M1L 2M5,Eglinton Crosstown LRT,0,,,,,http://www.thecrosstown.ca/news-media/whats-new/construction-updates,43.727821,-79.287628
374,Transit,Transportation,Toronto,Hakimi Lebovic Stop - ECLRT,Under construction,To Be Determined,New Eglinton Crosstown LRT stop,"New, accessible surface stop at intersection of Eglinton Avenue East and Lebovic Avenue",Toronto,Central,Eglinton Ave E / Lebovic Ave,M1L 4P4,Eglinton Crosstown LRT,0,,,,,http://www.thecrosstown.ca/news-media/whats-new/construction-updates,43.726979,-79.291453
375,Transit,Transportation,Toronto,Pharmacy Stop - ECLRT ,Under construction,To Be Determined,New Eglinton Crosstown LRT stop,New surface stop located on the east side of the intersection of Eglinton Avenue East and Pharmacy Avenue,Toronto,Central,Eglinton Ave E / Pharmacy Ave,M1L 2L7,Eglinton Crosstown LRT,0,,,,,http://www.thecrosstown.ca/news-media/whats-new/construction-updates,43.725623,-79.297541
376,Transit,Transportation,Toronto,O'Connor Stop - ECLRT ,Under construction,To Be Determined,New Eglinton Crosstown LRT stop,New surface stop along Eglinton Avenue East between Eglinton Square and Victoria Park Avenue.,Toronto,Central,Eglinton Ave E / Eglinton Sq / Victoria Park Ave,,Eglinton Crosstown LRT,0,,,,,http://www.thecrosstown.ca/news-media/whats-new/construction-updates,43.724824,-79.301548
377,Transit,Transportation,Toronto,Sloane Stop - ECLRT,Under construction,To Be Determined,New Eglinton Crosstown LRT stop,New surface stop located on the east side of the intersection of Eglinton Avenue East and Bermondsey Road,Toronto,Central,Eglinton Ave E / Bermondsey Rd,M4A 2X4,Eglinton Crosstown LRT,0,,,,,http://www.thecrosstown.ca/news-media/whats-new/construction-updates,43.726095,-79.31336
378,Transit,Transportation,Toronto,Wynford Stop - ECLRT,Under construction,To Be Determined,New Eglinton Crosstown LRT stop,New surface stop located on Eglinton Avenue East on the west side of the bridge over Wynford Drive,Toronto,Central,Wynford Dr / Eglinton Ave E ,,Eglinton Crosstown LRT,0,,,,,http://www.thecrosstown.ca/news-media/whats-new/construction-updates,43.724483,-79.325184
379,Transit,Transportation,Toronto,Aga Khan Park & Museum Stop - ECLRT,Under construction,To Be Determined,New Eglinton Crosstown LRT stop,New accessible stop at west side of intersection of Eglinton Avenue East and the Don Valley Parkway southbound exit ramp,Toronto,Central,Eglinton Ave E / Don Valley Parkway,M3C 3E5,Eglinton Crosstown LRT,0,,,,,http://www.thecrosstown.ca/news-media/whats-new/construction-updates,43.722506,-79.332382
380,Transit,Transportation,Toronto,Science Centre Station - ECLRT,Under construction,To Be Determined,New Eglinton Crosstown LRT station,"New underground station located at intersection of Eglinton Avenue East and Don Mills Road with the main, accessible entrance at the southwest corner of Eglinton Avenue East and Don Mills Road; will also have TTC bus connections",Toronto,Central,Eglinton Ave E / Don Mills Rd,M3C 1V4,Eglinton Crosstown LRT,0,,,,,http://www.thecrosstown.ca/news-media/whats-new/construction-updates,43.720517,-79.338889
381,Transit,Transportation,Toronto,Sunnybrook Park Stop - ECLRT,Under construction,To Be Determined,New Eglinton Crosstown LRT station,New surface stop located on the east side of the intersection of Eglinton Avenue East and Leslie Street,Toronto,Central,Eglinton Ave E / Leslie St,,Eglinton Crosstown LRT,0,,,,,http://www.thecrosstown.ca/news-media/whats-new/construction-updates,43.71709,-79.349876
382,Transit,Transportation,Toronto,Laird Station - ECLRT,Under construction,To Be Determined,New Eglinton Crosstown LRT station,"New underground station at intersection of Laird Drive and Eglinton Avenue East with the main, accessible entrance at the southwest corner of Eglinton Avenue and Laird Drive; will also have TTC bus connections",Toronto,Central,Eglinton Ave E / Laird Dr,M4G 2L1,Eglinton Crosstown LRT,0,,,,,http://www.thecrosstown.ca/news-media/whats-new/construction-updates,43.7136,-79.364676
383,Transit,Transportation,Toronto,Leaside Station - ECLRT,Under construction,To Be Determined,New Eglinton Crosstown LRT station,"New underground station at intersection of Eglinton Avenue East and Bayview Avenue with the main, accessible entrance at the southeast corner of Eglinton Avenue East and Bayview Avenue; will also have TTC bus connections",Toronto,Central,Eglinton Ave E / Bayview Ave,M4G 2K2,Eglinton Crosstown LRT,0,,,,,http://www.thecrosstown.ca/news-media/whats-new/construction-updates,43.711045,-79.377063
384,Transit,Transportation,Toronto,Mount Pleasant Station - ECLRT,Under construction,To Be Determined,New Eglinton Crosstown LRT station,"New underground station located at intersection of Eglinton Avenue East and Mount Pleasant Road with the main, accessible entrance at the northwest corner of Eglinton Avenue East and Mount Pleasant Road; will also have TTC bus connections",Toronto,Central,Eglinton Ave E / Mount Pleasant Rd,M4P 2Z4,Eglinton Crosstown LRT,0,,,,,http://www.thecrosstown.ca/news-media/whats-new/construction-updates,43.708423,-79.390087
385,Transit,Transportation,Toronto,Eglinton Station - ECLRT,Under construction,To Be Determined,New Eglinton Crosstown LRT station,Connecting the Eglinton Crosstown LRT to the TTC Line 1 Yonge Subway line,Toronto,Central,Eglinton Ave E / Yonge St,M4T 1G4,Eglinton Crosstown LRT,0,,,,,http://www.thecrosstown.ca/news-media/whats-new/construction-updates,43.706741,-79.398264
386,Transit,Transportation,Toronto,Avenue Station - ECLRT,Under construction,To Be Determined,New Eglinton Crosstown LRT station,"New station at intersection of Avenue Road and Eglinton Avenue West with main, accessible entrance at the northwest corner of Eglinton Avenue West and Avenue Road; will also have TTC bus connections",Toronto,Central,Eglinton Ave W / Avenue Rd,M5P 2K9,Eglinton Crosstown LRT,0,,,,,http://www.thecrosstown.ca/news-media/whats-new/construction-updates,43.704635,-79.408412
387,Transit,Transportation,Toronto,Chaplin Station - ECLRT,Under construction,To Be Determined,New Eglinton Crosstown LRT station,"New underground station at intersection of Eglinton Avenue West and Chaplin Crescent with main, accessible entrance at northwest corner of Eglinton Avenue West and Gilgorm Road; will also have TTC bus connections",Toronto,Central,Eglinton Ave W / Chaplin Cres,M5N 1C5,Eglinton Crosstown LRT,0,,,,,http://www.thecrosstown.ca/news-media/whats-new/construction-updates,43.702722,-79.417296
388,Transit,Transportation,Toronto,Forest Hill Station - ECLRT ,Under construction,To Be Determined,New Eglinton Crosstown LRT station,"New underground station at intersection of Eglinton Avenue West and Bathurst Street with main, accessible entrance at the northeast corner of Eglinton Avenue West and Bathurst Street; will also have TTC bus connections",Toronto,Central,Eglinton Ave W / Bathurst St,M5N 1E1,Eglinton Crosstown LRT,0,,,,,http://www.thecrosstown.ca/news-media/whats-new/construction-updates,43.700966,-79.425482
389,Transit,Transportation,Toronto,Cedarvale Station - ECLRT,Under construction,To Be Determined,New Eglinton Crosstown LRT station,Interchange station connecting to the University-Spadina line,Toronto,Central,Eglinton Ave W / Everden Rd,M6C 3Z4,Eglinton Crosstown LRT,0,,,,,http://www.thecrosstown.ca/news-media/whats-new/construction-updates,43.698732,-79.435862
390,Transit,Transportation,Toronto,Oakwood Station - ECLRT,Under construction,To Be Determined,New Eglinton Crosstown LRT station,"New underground station located at intersection of Eglinton Avenue West and Oakwood Avenue with the main, accessible entrance on the north side of Eglinton Avenue West and Oakwood Avenue",Toronto,Central,Eglinton Ave W / Oakwood Ave,M6E 2H1,Eglinton Crosstown LRT,0,,,,,http://www.thecrosstown.ca/news-media/whats-new/construction-updates,43.697272,-79.442734
391,Transit,Transportation,Toronto,Fairbank Station - ECLRT ,Under construction,To Be Determined,New Eglinton Crosstown LRT station,"New underground station at intersection of Eglinton Avenue West and Dufferin Street with main, accessible entrance at the southeast corner of Eglinton Avenue West and Dufferin Street; will also have TTC bus connections",Toronto,Central,Eglinton Ave W / Dufferin St,M6E 2J3,Eglinton Crosstown LRT,0,,,,,http://www.thecrosstown.ca/news-media/whats-new/construction-updates,43.695662,-79.450271
392,Transit,Transportation,Toronto,Keelesdale Station - ECLRT,Under construction,To Be Determined,New Eglinton Crosstown LRT station,"New underground station at intersection of Eglinton Avenue West, Keele Street and Trethewey Drive with the main, accessible entrance at the northeast corner of Eglinton Avenue West and Trethewey Drive; will also have TTC bus connections",Toronto,Central,Eglinton Ave W / Keele St / Trethewey Dr,M6M 1T7,Eglinton Crosstown LRT,0,,,,,http://www.thecrosstown.ca/news-media/whats-new/construction-updates,43.690458,-79.473841
